Индекс;Тип региона;Регион;Город;Часовой пояс;Широта;Долгота;Население
171660;обл;Тверская;Красный Холм;UTC+3;58.0570193;37.1125975;5608
249340;обл;Калужская;Жиздра;UTC+3;53.7522384;34.7386719;5585
152470;обл;Ярославская;Любим;UTC+3;58.3619868;40.6869581;5553
243600;обл;Брянская;Злынка;UTC+3;52.4265906;31.7360386;5507
689450;АО;Чукотский;Билибино;UTC+12;68.0585533;166.4388451;5504
307100;обл;Курская;Фатеж;UTC+3;52.0918591;35.8538912;5404
143330;обл;Московская;Верея;UTC+3;55.3674668;36.1563083;5368
157130;обл;Костромская;Чухлома;UTC+3;58.7534246;42.6883783;5209
668510;Респ;Тыва;Туран;UTC+7;52.144932;93.9172495;4988
618601;край;Пермский;Чердынь;UTC+5;60.4011184;56.4801391;4920
249610;обл;Калужская;Спас-Деменск;UTC+3;54.4099201;34.0190263;4904
162107;обл;Вологодская;Кадников;UTC+3;59.5037947;40.3440473;4797
238120;обл;Калининградская;Озерск;UTC+2;54.4084804;22.013508;4740
182300;обл;Псковская;Пустошка;UTC+3;56.3375131;29.3668243;4619
238600;обл;Калининградская;Славск;UTC+2;55.0451054;21.6742294;4614
238010;обл;Калининградская;Нестеров;UTC+2;54.6314454;22.5713658;4584
671230;Респ;Бурятия;Бабушкин;UTC+8;51.7113066;105.8673633;4542
694820;обл;Сахалинская;Томари;UTC+11;47.7619957;142.061508;4537
181600;обл;Псковская;Гдов;UTC+3;58.7432585;27.8263328;4379
216200;обл;Смоленская;Духовщина;UTC+3;55.1950509;32.4012351;4370
238400;обл;Калининградская;Правдинск;UTC+2;54.4430604;21.0083638;4323
249930;обл;Калужская;Мосальск;UTC+3;54.4825589;34.987206;4285
187050;обл;Ленинградская;Любань;UTC+3;59.3492573;31.2485276;4188
689400;АО;Чукотский;Певек;UTC+12;69.7018051;170.2999194;4161
249240;обл;Калужская;Мещовск;UTC+3;54.3191127;35.2816065;4101
617040;край;Пермский;Чермоз;UTC+5;58.7842527;56.1507562;4017
303370;обл;Орловская;Малоархангельск;UTC+3;52.4001151;36.5037931;3872
175270;обл;Новгородская;Холм;UTC+3;57.1451036;31.1787812;3829
303500;обл;Орловская;Новосиль;UTC+3;52.9747225;37.0438402;3799
238460;обл;Калининградская;Ладушкин;UTC+2;54.5693538;20.1691909;3788
172530;обл;Тверская;Белый;UTC+3;55.8337663;32.9388976;3771
182440;обл;Псковская;Новоржев;UTC+3;57.0298332;29.343333;3695
164750;обл;Архангельская;Мезень;UTC+3;65.8398386;44.2531865;3599
678790;Респ;Саха /Якутия/;Среднеколымск;UTC+11;67.4581664;153.7069511;3525
238730;обл;Калининградская;Краснознаменск;UTC+2;54.9452612;22.4928511;3522
157440;обл;Костромская;Кологрив;UTC+3;58.826988;44.3185323;3314
386001;Респ;Ингушетия;Магас;UTC+3;43.1686967;44.8130849;2505
165330;обл;Архангельская;Сольвычегодск;UTC+3;61.3318091;46.920351;2460
636615;обл;Томская;Кедровый;UTC+7;57.5618465;79.5678914;2451
694550;обл;Сахалинская;Северо-Курильск;UTC+11;50.6731056;156.1280722;2381
155555;обл;Ивановская;Плес;UTC+3;57.4605304;41.512301;2341
606125;обл;Нижегородская;Горбатов;UTC+3;56.1307901;43.0626829;2278
662951;край;Красноярский;Артемовск;UTC+7;54.3472901;93.4356543;2180
184640;обл;Мурманская;Островной;UTC+3;68.0509133;39.5076034;2177
694530;обл;Сахалинская;Курильск;UTC+11;45.2271915;147.8796713;2070
238510;обл;Калининградская;Приморск;UTC+2;54.7311185;19.9983108;1956
678530;Респ;Саха /Якутия/;Верхоянск;UTC+10;67.5500865;133.3907829;1311
188909;обл;Ленинградская;Высоцк;UTC+3;60.6296511;28.5709914;1244
301414;обл;Тульская;Чекалин;UTC+3;54.0985105;36.2474377;994
420500;Респ;Татарстан;Иннополис;UTC+3;55.7521544;48.7446161;
